File name,Formulae,Vertices,Edges,InRow Vertices,InRow Edges,TACO Vertices,TACO Edges,Max Dep Ref ,Max Dep,Longest Dep Ref,Longest Dep,RR-Chain-Comp,RR-Chain-NoComp,RR-Comp,RR-NoComp,RF-Comp,RF-NoComp,FR-Comp,FR-NoComp,FF-Comp,FF-NoComp,RR-GapOne,RR-GapOne-NoComp,RR-GapTwo,RR-GapTwo-NoComp,RR-GapThree,RR-GapThree-NoComp,RR-GapFour,RR-GapFour-NoComp,RR-GapFive,RR-GapFive-NoComp,RR-GapSix,RR-GapSix-NoComp,RR-GapSeven,RR-GapSeven-NoComp,NoType,NoType-NoComp
PData.xlsx,11247,15000,21448,10082,18212,4489,5797,CpDataCoefficients:B2411,575,CpDataCoefficients:B2411,139,29,496,114,3408,0,0,0,0,1995,13836,22,44,22,48,0,0,0,0,0,0,0,0,1,2,3614,3614
pdbbind-experiemental-results.xlsx,2900,5800,2900,2,1,2,1,Search Results:G2155,1,Search Results:G1282,1,0,0,1,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peerrank copy.xlsx,142294,319083,284294,938,862,936,858,figure3 data:BO469,8,Sheet1:A38,3,0,0,571,284006,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,286
PendaHealthdata__Analysis.xlsx,84390,253136,168754,25,14,8,5,Answer sheet:E8,4,Answer sheet:G4,2,0,0,5,168754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penske CellComm Progress Tracking (1).xlsx,397,1079,698,1079,698,287,148,Implement Status:B131,290,Overall:C9,3,0,0,35,131,1,289,0,0,2,9,1,2,4,8,6,12,0,0,0,0,0,0,0,0,99,99
Percurso Curricular Interativo - Robótica.xlsx,155,271,254,271,254,132,89,Obrigatórias:F10,93,Obrigatórias:F14,15,0,0,0,0,0,0,0,0,0,0,36,184,0,0,4,8,0,0,7,14,0,0,4,10,38,38
perfil_teca_v_sur_s.xlsx,6480,12960,12924,8358,8317,238,120,incremental:K962,192,incremental:K386,192,18,3438,13,8771,0,0,0,0,1,2,22,44,43,106,0,0,0,0,21,42,0,0,0,0,2,2
Performance-Data(1).xlsx,11725,29308,17585,12,7,12,7,Support Sheet:K6,3,Support Sheet:L7,1,0,0,4,17582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
PerformanceEng.xlsx,5004,12506,7504,5009,2506,9,5,PerformanceEng:G9,4,PerformanceEng:F5,2,0,0,3,7500,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Permeance Calculation.xlsx,166,262,467,174,367,104,144,Perm. Pressure:C20,92,Perm. Pressure:C1,41,1,15,117,372,0,0,0,0,19,72,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,6
Permisos_GASLP_pdf.xlsx,3575,7150,3575,2,1,2,1,Base Original:B456,1,Base Original:B903,1,0,0,1,3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perry Memorial Hospital_shoppable_services_210108.xlsx,342,684,342,2,1,2,1,Shoppable Services:E133,1,Shoppable Services:E162,1,0,0,1,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personal records.xls.xlsx,60,120,60,120,60,62,31,RT:F5,1,RT:F5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,58,0,0,0,0,0,0,0,0,2,2
pertanyaantingkatkematangan.xlsx,215,331,370,183,192,135,107,Rekap:G18,28,Rekap:E8,6,0,0,29,223,0,0,0,0,7,37,0,0,8,18,0,0,0,0,0,0,0,0,4,8,59,59
peru-population-2020-inei.xlsx,26935,51978,28861,632,357,83,46,PIRAMIDE:F11,37,Pob x Genero:S44,3,0,0,44,28827,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pessenda_1996.xlsx,21,27,18,3,2,3,2,fraction:D11,2,fraction:D9,1,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petersfield_18_Test.xlsx,53,105,98,105,98,27,20,WyD:V142,17,WyD:V38,3,0,0,3,42,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
Pezzini2016_SHSY5Ycelldiff_DE_table.xlsx,2743,5288,2743,7,4,7,4,P<0.01_2FC:D1119,1,P<0.01_2FC:D87,1,0,0,4,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFIII_elasticities_ex2.xlsx,67248,100848,167992,100848,167992,108,82,Sheet1:AF1,16816,Sheet1:S38,4,0,0,34,100786,0,0,0,0,20,67162,0,0,16,32,0,0,0,0,0,0,0,0,0,0,12,12
Pharmaview Relay Drug Pipeline Review - Consolidated Round 1 - 11-07-14 v1.xlsx,2767,5534,2767,10,5,10,5,GU:D7,1,GU:D6,1,0,0,5,2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHIL_SCIDO data fields-edited 08-12-2015_PHIL.xlsx,3049,6034,3394,18,10,18,10,Locomotor:M224,2,Locomotor:M157,2,0,0,9,3393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
philkotse_car_details_cleaned.xlsx,15720,31440,15720,2,1,2,1,latest_cleaned:H580,1,latest_cleaned:H1027,1,0,0,1,15720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phillip_allen__28859__pivot_1210.xlsx,733,1463,781,324,166,260,134,utility:S28,4,Pro Forma:F8,3,0,0,101,724,0,0,0,0,0,0,15,33,5,10,1,2,0,0,0,0,0,0,0,0,12,12
phillip_allen__28865__pivot_1210.xlsx,733,1463,781,324,166,260,134,utility:X20,4,Pro Forma:F8,3,0,0,101,724,0,0,0,0,0,0,15,33,5,10,1,2,0,0,0,0,0,0,0,0,12,12
phillip_allen__29914__Valuation Summary Recallable.xlsx,109,255,194,89,83,53,36,Sheet1:C6,9,Sensitivities:L14,6,10,38,5,130,0,0,0,0,4,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,16,16
phillip_m_love__30633__TexFRED_R.xlsx,217,633,429,30,27,32,25,Summary:D19,6,all variances  :C40,3,0,0,6,408,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,17
phillip_m_love__30639__PhyLiqFeb2000.xlsx,23,46,23,46,23,46,23,Sheet1:P2115,3,Sheet1:N3400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
phillip_m_love__30693__TDS - Ontario 0802.xlsx,4121,16182,15792,404,372,164,129,Curves:D15,139,Curves:D15,15,3,6,98,15732,0,0,0,0,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
phillip_platter__31377__EES_Schedule.xlsx,3526,7406,5222,6988,5010,4458,3160,day 2:N11,9,day 2:H104,4,0,0,294,2252,0,0,0,0,0,0,48,96,0,0,0,0,20,76,0,0,0,0,0,0,2798,2798
phillip_platter__31409__EES_Schedule.xlsx,3526,7406,5222,6988,5010,4458,3160,day 2:N11,9,day 2:H104,4,0,0,294,2252,0,0,0,0,0,0,48,96,0,0,0,0,20,76,0,0,0,0,0,0,2798,2798
phillip_platter__31410__EES_Schedule.xlsx,3526,7406,5222,6988,5010,4458,3160,day 2:N11,9,day 2:H104,4,0,0,294,2252,0,0,0,0,0,0,48,96,0,0,0,0,20,76,0,0,0,0,0,0,2798,2798
phillip_platter__31412__EES_Schedule.xlsx,3526,7406,5222,6988,5010,4458,3160,day 2:N11,9,day 2:H104,4,0,0,294,2252,0,0,0,0,0,0,48,96,0,0,0,0,20,76,0,0,0,0,0,0,2798,2798
phillip_platter__31416__EES_Schedule.xlsx,3526,7406,5222,6988,5010,4458,3160,day 2:N11,9,day 2:H104,4,0,0,294,2252,0,0,0,0,0,0,48,96,0,0,0,0,20,76,0,0,0,0,0,0,2798,2798
phillip_platter__31417__EES_Schedule.xlsx,3526,7406,5222,6988,5010,4458,3160,day 2:N11,11,day 2:G105,4,0,0,294,2252,0,0,0,0,0,0,48,96,0,0,0,0,20,76,0,0,0,0,0,0,2798,2798
phillip_platter__31422__EES_Schedule.xlsx,3526,7406,5222,6988,5010,4458,3160,day 2:N11,11,day 2:G105,4,0,0,294,2252,0,0,0,0,0,0,48,96,0,0,0,0,20,76,0,0,0,0,0,0,2798,2798
phillip_platter__31423__EES_Schedule.xlsx,3526,7406,5222,6988,5010,4458,3160,day 2:N11,11,day 2:G105,4,0,0,294,2252,0,0,0,0,0,0,48,96,0,0,0,0,20,76,0,0,0,0,0,0,2798,2798
phillip_platter__31428__EES_Schedule.xlsx,3526,7406,5222,6988,5010,4458,3160,day 2:N11,9,day 2:H104,4,0,0,294,2252,0,0,0,0,0,0,48,96,0,0,0,0,20,76,0,0,0,0,0,0,2798,2798
Physio_STAR_Papers_04012022.xlsx,454,915,469,61,39,55,31,status:B2,8,status:B2,3,0,0,18,449,0,0,0,0,1,5,2,4,0,0,0,0,1,2,0,0,0,0,0,0,9,9
PIB 2000-2019 (INE).xlsx,7238,10952,14416,7579,7462,381,300,Tabla_1:BF70,66,Tabla_2:V69,1,0,0,192,10708,0,0,0,0,68,3644,0,0,0,0,12,24,6,12,6,12,0,0,0,0,16,16
PIC32_OSC_CONFIG_v1.1.xlsx,558,865,1007,861,993,285,249,PIC32MZ Osc Config:D90,293,PIC32MZ Osc Config:D90,127,1,126,28,406,0,0,0,0,29,272,3,7,3,11,0,0,0,0,0,0,0,0,0,0,185,185
pick list1506.xlsx,36677,75375,67686,130,98,85,60,sy:C89,4,MM:B416,2,0,0,60,67686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PID-Simulator.xlsx,65640,261704,196631,225,292,18,14,Calculation:B11,127,Calculation:D2,72,2,140,12,196491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PilotFlexAccounting-CombinedPowellMead-v4.2.1.xlsx,8823,13653,24409,9222,22059,5556,4946,Mead-Elevation-Area:C3,672,Master:C21,132,136,324,1970,12664,32,64,1,2,1710,8104,233,467,15,30,19,42,219,438,96,192,17,34,254,1209,244,244
piloto3107.xlsx,30,68,41,28,18,25,16,Planilha1:O25595,2,Planilha1:Q25705,1,0,0,5,24,0,0,0,0,0,0,4,8,0,0,0,0,0,0,2,4,0,0,0,0,5,5
pima-data.xlsx,2304,4608,2304,6,3,6,3,forExport:D559,1,forExport:D330,1,0,0,3,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pin-BARNES.out-none-Thu-Jul-11-10-53-18-2013--.xlsx,28123,56241,56239,56241,56239,12,7,pin-BARNES.out-none-Thu-Jul-11-:B25,28122,pin-BARNES.out-none-Thu-Jul-11-:B24,28116,2,28117,1,28116,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Pipeline_3.xlsx,78,140,96,140,96,92,57,Mean - Local Gradients:H22,3,Mean - Local Gradients:H22,2,0,0,12,24,0,0,0,0,0,0,0,0,0,0,27,54,0,0,0,0,0,0,0,0,18,18
Pitch for SDG Global Village -- v3 -- AR210817.xlsx,1680,3282,3237,872,1080,97,86,example meeple calculus:AC100808,420,example meeple calculus:K2,60,11,89,49,2677,0,0,0,0,25,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
piu-monitoramento_v2.xlsx,57,99,57,31,23,10,5,arquivos_tramitacao:J3,16,arquivos_tramitacao:L324,1,0,0,2,36,0,0,0,0,1,16,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJ3.xlsx,16798,16798,8399,2,1,2,1,Orders:D190,1,Orders:D3984,1,0,0,1,8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plan QA-AvanceManuel.xlsx,68,122,118,45,36,39,30,Cronograma-Cartera:Z9,17,Cronograma-Cartera:AA8,6,0,0,10,94,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
PLAN_ORÇAMENTO DCP MODELO.xlsx,1373,3089,2129,178,132,175,129,PLAN ESP:T22,11,PLAN ESP:T21,7,0,0,77,2064,0,0,0,0,1,2,9,18,1,2,0,0,2,4,0,0,0,0,0,0,39,39
PLAN1.xlsx,11018,22036,11018,4,2,4,2,ENDERECO:G432,1,ENDERECO:G270,1,0,0,2,11018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plane_based_Observations.xlsx,393,1145,757,46,25,46,25,Sheet6:E24,4,Sheet6:E42,2,0,0,2,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
planilha-contaazul-funil_vendas.xlsx,15,22,25,22,25,13,10,Funil de Vendas:B6,7,Funil de Vendas:B6,6,2,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
planilha-controle-de-estoque-contaazul-r.xlsx,300,700,400,7,4,7,4,Controle:F40,1,Controle:F11,1,0,0,4,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLANILLA DE REMISIONES DE MAYO 2016-01.xlsx,10309,13866,17635,480,321,478,306,MAYO:F1116,13,MAYO:F245,6,1,2,240,17541,0,0,0,0,0,0,12,24,12,24,2,4,0,0,0,0,1,2,0,0,38,38
Planning_Burndown.xlsx,398,713,742,419,546,88,56,Planif Construction 2 (C2):B1,56,Planif Construction 2 (C2):F8,30,7,142,15,319,0,0,0,0,15,192,0,0,2,6,4,8,0,0,0,0,0,0,0,0,13,13
Plano de Financeiro.xlsx,882,1200,2827,1158,2780,503,481,GANTT Etapas:BL10,600,AnexoPlanTrab:I3,9,0,0,162,1066,0,0,0,0,122,1204,180,420,0,0,0,0,0,0,0,0,0,0,0,0,17,17
Plantilla_CFE_Calif_IG.xlsx,5805,10336,10273,1545,1478,181,114,Datos:D555,167,Datos:A3,30,62,1426,13,8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39
Plantilla_Presupuesto_ABP_2016-17.xlsx.xlsx,458,821,968,804,954,302,238,PM:F33,103,PM:F20,6,0,0,80,511,0,0,0,0,42,291,8,16,2,4,0,0,2,4,2,4,1,2,0,0,101,101
plantillaExcel.xlsx,1027,2448,2241,1641,1436,782,566,COMPARATIVOS VENTAS COLISION :C81,63,FEBRERO 2015:D36,5,0,0,251,1743,0,0,0,0,0,0,1,2,3,6,35,70,16,52,0,0,108,216,0,0,152,152
plantillaExcelGEN.xlsx,1027,2448,2241,1641,1436,782,566,COMPARATIVOS VENTAS COLISION :C81,63,FEBRERO 2015:E34,5,0,0,251,1743,0,0,0,0,0,0,1,2,3,6,35,70,16,52,0,0,108,216,0,0,152,152
play_info.xlsx,1125,2250,1125,2,1,2,1,Sheet1:D150,1,Sheet1:D16,1,0,0,1,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
play-analysis.xlsx,32976,65956,49481,36,27,30,23,Play Outcomes by Goals:C11,4,US Plays:K1917,2,0,0,19,49473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0
Plot2.xlsx,19443,29406,23001,6019,7165,100,59,Sheet1:C3,1201,Sheet1:C3,403,9,3558,49,19442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Plotting_data.xlsx,22478,55456,44947,13582,9055,841,423,Sheet2:P2640,2639,Sheet2:K45,2,0,0,420,41844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Plum_#1.xlsx,1239,1820,1463,640,637,640,427,Plum_#1:C9154,5,Celcius:B12,3,0,0,7,833,0,0,0,0,105,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,315
PM Testing.xlsx,440,660,880,6,8,6,8,Testing:C40,4,Testing:C37,2,0,0,8,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PO VPP - ZHO tháng 10-2016.xlsx,89,149,145,11,10,10,8,VPP HO 10-2016:P21,6,VPP HO 10-2016:P20,4,0,0,6,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
poai.6be0d99b.xlsx,1219,2141,1601,1573,1347,921,517,TOTAL 2021:B6,17,Cultura 2020:C11,5,133,274,245,1038,0,0,0,0,4,60,35,74,15,34,5,10,12,24,8,24,0,0,2,4,58,58
poai.xlsx,1219,2141,1601,1573,1347,921,517,TOTAL 2021:B6,17,Cultura 2020:C11,5,133,274,245,1038,0,0,0,0,4,60,35,74,15,34,5,10,12,24,8,24,0,0,2,4,58,58
Poblacion Peru 2020 Dpto Prov Dist Final INEI-actualizado.xlsx,26935,51978,28861,632,357,83,46,PIRAMIDE:F11,37,Pob x Genero:S44,3,0,0,44,28827,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PointsCercle1.xlsx,2235,3788,3095,1254,1490,100,85,Feuil4:I5,366,Feuil2:B2,3,0,0,45,2274,0,0,0,0,12,768,0,0,0,0,0,0,2,4,0,0,0,0,0,0,26,26
poisson calc_20212022_olddata.xlsx,17787,157542,142296,2728,2464,2604,2352,fixture:AY148,3,fixture:M1288,1,0,0,1848,141176,0,0,0,0,0,0,448,1008,56,112,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon Info.xlsx,5718,10725,6832,2238,2233,12,7,Form Rows:F1,1114,Form Rows:F1,1114,1,1114,6,5718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland Data.xlsx,936,1872,936,1872,936,36,18,P1:AA126,1,P1:AE44,1,0,0,18,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police dep fisc_full_dataset_2017_update.xlsx,22230,42238,44454,4473,4464,27,20,Data:L2,4446,Data:E591,3,0,0,19,42231,0,0,0,0,1,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police_killing.xlsx,2412,3867,3949,155,117,122,95,2013-2019 Killings by PD:I75,13,2013-2019 Killings by PD:N39,3,0,0,88,3938,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Pollutant Emissions Intensities.xlsx,414,888,1084,888,1084,311,230,Table1.A(a)s3_PL:N2,63,calc-motorbikes PL:F2,3,0,0,69,449,0,0,0,0,139,552,2,4,3,6,6,15,3,6,3,6,3,6,0,0,2,2
pollutionData204273.xlsx,21959,40992,21959,1469,1466,7,4,pollutionData204273.csv:A7,1463,pollutionData204273.csv:A7,1463,1,1463,3,20496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pop_development.xlsx,36,75,72,75,72,9,6,Percentages:D133,12,Percentages:C134,12,3,36,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
popularity.xlsx,60,120,60,120,60,40,20,11:E1933,1,11:E41,1,0,0,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Population_Forecast_adjusted_Version 1 23.xlsx,9123,13216,20213,102,125,102,125,Using_world_bank_mobile_pen_Pop:K209,20,Using_world_bank_mobile_pen_Pop:J245,8,0,0,103,20169,0,0,0,0,0,0,16,32,0,0,6,12,0,0,0,0,0,0,0,0,0,0
Population_Standard.xlsx,390,644,510,54,38,21,14,Summary:H1,5,Summary:B79,3,0,0,13,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Porcine Intestine 1.xlsx,8,24,16,24,16,3,2,Sheet1:P4,1,Sheet1:L4,1,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porcine Rib 1.xlsx,10,30,20,30,20,3,2,Sheet1:H3,1,Sheet1:N4,1,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
portalcounts.xlsx,5435,11799,8617,10,7,10,7,acres:F1193,2,acres:F436,2,0,0,7,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PositionalAccuracyTesting.xlsx,77,142,232,111,182,32,52,X Axis:C37,44,X Axis:E46,3,0,0,43,193,0,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
positive and negative terms.xlsx,6789,27156,20367,8,6,8,6,Sheet1:I4616,1,Sheet1:H3845,1,0,0,6,20367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post Test.xlsx,31,62,31,2,1,2,1,Sheet1:P22,1,Sheet1:P25,1,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potoff_data_branched_alkanes_nerd.xlsx,11060,16184,12628,14854,8316,784,616,template:A56,6,template:A43,5,0,0,546,12558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70
power movs categorized.xlsx,35259,58546,97480,33760,60723,6150,3690,movs ordered by category&action:C1,20238,movs ordered by action:E1,6747,3,20238,458,57882,0,0,0,0,3,6,758,1516,1555,3136,910,1836,0,0,0,0,0,0,0,0,3,3
POWER POINT.xlsx,23226,49196,36305,247,256,188,133,2:F40,12,2:F41,4,0,0,84,36210,0,0,0,0,36,72,0,0,0,0,4,8,0,0,0,0,4,8,0,0,5,5
powerprofile.xlsx,19473,19900,45169,19860,45149,78,73,5min:A8,2096,5min:A8,700,10,6602,21,12869,0,0,0,0,40,25696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PPARD.xlsx,6593,13186,6593,2,1,2,1,X_train:B6419,1,X_train:B5905,1,0,0,1,6593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPE_calculator.xlsx,72,114,72,72,51,9,6,roll-up:H8,4,roll-up:H8,2,0,0,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM_ITCL_ER001~ER005_ERManagement.xlsx,107,117,86,55,55,35,25,UpdatePR:BU70083,6,UpdatePR:B14,2,0,0,10,51,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
pppm.xlsx,533,681,533,681,533,310,156,penelitian:A17,101,penelitian:A17,101,62,363,1,2,0,0,0,0,3,6,67,135,2,4,0,0,1,2,1,2,0,0,0,0,19,19
Practical example. Confidence intervals_exercise_solution.xlsx,45158,105206,60343,30197,15221,54,49,Al Bundy:C14972,14966,Tasks 1-2:AE27,4,0,0,36,60265,0,0,0,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
Practical example. Confidence intervals_lesson.xlsx,45137,105181,60305,30141,15184,38,34,Al Bundy:C14970,14967,Germany:AM28,3,0,0,28,60213,0,0,0,0,6,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Practical example. Descriptive statistics_lesson.xlsx,654,1483,1080,95,113,59,38,Location:C14,31,Location:C14,12,2,17,23,1027,0,0,0,0,3,19,1,2,2,4,0,0,0,0,0,0,0,0,0,0,7,7
practice-2_sample.xlsx,565,792,919,646,840,173,129,付録:M6,413,付録:J5,11,0,0,86,654,3,6,0,0,32,236,0,0,0,0,0,0,0,0,0,0,4,19,0,0,4,4
Practiceproject_2.xlsx,9201,36782,27594,14,18,11,8,Dashboard_Prep:A356245,8,Dashboard_Prep:A34,3,0,0,4,27582,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PragyaShakya_StarterBook.xlsx,16514,37134,24778,29,23,21,15,Bonus(Backers):B1599,5,Bonus(GoalOutcomes):D5,2,0,0,13,24768,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Praktek AHP.xlsx,116,185,188,169,172,133,100,Praktek:L70,23,Praktek:L70,8,4,8,29,86,0,0,0,0,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54
pre-crisis.xlsx,27,76,54,76,54,64,41,pre-crisis:AF79,2,pre-crisis:AF33,2,1,2,0,0,0,0,0,0,2,4,0,0,0,0,2,4,0,0,7,14,1,2,0,0,28,28
PreAnalysis.xlsx,346,915,629,548,386,217,149,легк. ДТП:AO48,12,легк. ДТП:AO44,5,0,0,139,612,0,0,0,0,3,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Precios_ene_pot_Dic_15.xlsx,2622,412,483,412,483,32,23,Liquidacion por Dia:Y41,64,Liquidacion por Dia:G47,2,0,0,15,235,0,0,0,0,8,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
predict using sentiment data.xlsx,24282,48564,24282,26,13,26,13,XLM LR params and features:A663,1,XLM LR params and features:A263,1,0,0,13,24282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PredictingaBankingCustomer.xlsx,8242,24721,16482,9,8,10,7,Testdata:U5340,4,Testdata:V44,3,0,0,2,16476,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Prediction4_3_AL1.xlsx,57,98,147,98,147,91,52,Sheet2:L27,10,Sheet2:H27,1,0,0,21,63,0,0,0,0,18,53,2,4,1,2,1,2,0,0,0,0,0,0,0,0,9,9
predictions.xlsx,21086,42171,42169,21090,21089,10,8,predictions:B3178,10546,predictions:B43,4,0,0,4,31625,0,0,0,0,1,10541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Predictive Analysis.xlsx,5092,33856,55836,33856,55836,3855,5516,Statistical Tests:C108,1692,Statistical Tests:AE628,1,0,0,3304,39273,0,0,0,0,683,4673,647,1756,231,507,319,639,3,7,0,0,0,0,0,0,329,329
PredictorData2017.xlsx,1665,3330,1665,6,3,6,3,Monthly:F1331,1,Monthly:F1762,1,0,0,3,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prelisting Science USGS Master_19Mar2018.xlsx,676,1312,1312,1259,1268,759,395,Data4Figure_allRegions:D30,5,Data4Figure_allRegions:G27,2,0,0,104,892,0,0,0,0,0,0,2,4,11,22,22,44,0,0,0,0,0,0,0,0,256,256
Preparations.xlsx,122,213,187,139,115,132,101,Sheet4:D164,12,Sheet17:AA15,3,0,0,12,86,0,0,0,0,1,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,85,85
prepare_for_ESpace_pharmaceuticals_v3.xlsx,4480,8847,8226,202,462,27,27,July:W3,150,EmisData:AD659,2,0,0,17,7926,0,0,0,0,10,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrepareData.xlsx,23769,29712,35653,11889,11889,6,7,Tab C. Filtering by difference:F5913,5946,Tab C. Filtering by difference:C44,4,0,0,5,29710,0,0,0,0,1,5942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Pres_Elec_Data_2012_PrimR.xlsx,117869,208461,235568,16885,13147,12318,8636,County:Q168,343,Town:BX1088,7,0,0,7589,224007,0,0,0,0,111,389,498,1350,150,374,87,177,37,82,14,28,6,12,6,12,138,138
Pres-2014-V 0 (TBK Ori V 3.0).xlsx,6809,11681,9983,6757,7226,1898,1342,Información Op. 2013:K237,516,Gtos Transp 2014:O61,21,4,22,914,8564,0,0,0,0,198,953,57,137,26,52,39,78,28,68,4,8,13,26,12,24,47,47
